driver_info,laps,time,gap,int.,kph,best,lap,race_id,season,session_type,lap_set_on,status,car_number,driver_name,driver_code,team_name,time_s,best_lap_s,gap_s,laps_clean,position,winner_time_s,best_race_lap_s,race_max_laps,rel_laps,time_from_winner_s,best_lap_from_best_s,avg_lap_time_s,finished,is_dnf,is_dns,is_dsq,position_clean,team_avg_pos_season,team_speed,driver_speed,driver_top10_rate,race_avg_lap_time_s,driver_vs_team,lap_vs_race_avg,session_round
2022I. DominguesDOMVan Amersfoort Racing,27,42:57.619,40.745,2.774,125.835,1:26.089,27,1062,2025,ROUND4Summary,,,2022,I  Domingues,DOM,Van Amersfoort Racing,2577.619,86.089,40.745,27.0,20.0,1274.975,84.886,27.0,1.0,1302.6440000000002,1.203000000000003,95.46737037037038,1,0,0,0,20.0,15.115384615384615,115.98854423929895,116.21091971805167,0.1,94.91687567806932,-20.52117386892857,0.5504946923010579,4
2127N. MarinangeliMARAIX Racing,27,43:01.174,44.300,3.555,125.662,1:27.271,8,1062,2025,ROUND4Summary,,,2127,N  Marinangeli,MAR,AIX Racing,2581.174,87.271,44.3,27.0,21.0,1274.975,84.886,27.0,1.0,1306.199,2.385000000000005,95.59903703703704,1,0,0,0,21.0,21.045454545454547,118.09299083685926,116.38362192279257,0.0,94.91687567806932,-22.493953799822222,0.6821613589677185,4
18B. Del PinoDELMP Motorsport,22,42:56.090,5 LAPS,515.482,102.593,1:25.659,9,1062,2025,ROUND4Summary,,,18,B  Del Pino,DEL,MP Motorsport,2576.09,85.65899999999999,,22.0,22.0,1274.975,84.886,27.0,0.8148148148148148,1301.1150000000002,0.7729999999999961,117.09500000000001,1,0,0,0,22.0,11.866666666666667,115.16305777365629,117.0259263088578,0.3,94.91687567806932,1.9319422263437218,22.178124321930696,4
DNF20T. NaëlNAEVan Amersfoort Racing,26,41:26.818,DNF,-,125.599,1:25.257,15,1062,2025,ROUND4Summary,,DNF,20,T  Naël,NAE,Van Amersfoort Racing,2486.818,85.257,,26.0,,1274.975,84.886,27.0,0.9629629629629629,1211.8430000000003,0.3710000000000093,95.64684615384616,0,1,0,0,,15.115384615384615,115.98854423929895,113.95035644101551,0.5,94.91687567806932,-20.34169808545279,0.7299704757768382,4
DNF5R. CâmaraCAMTRIDENT,22,34:20.608,DNF,-,128.258,1:26.796,10,1062,2025,ROUND4Summary,,DNF,5,R  Câmara,CAM,TRIDENT,2060.608,86.79599999999999,,22.0,,1274.975,84.886,27.0,0.8148148148148148,785.6330000000003,1.9099999999999966,93.664,0,1,0,0,,7.592592592592593,114.31535681538406,114.37763391238471,0.8,94.91687567806932,-20.651356815384062,-1.2528756780693158,4
DNF6C. WurzWURTRIDENT,20,30:38.052,DNF,-,130.716,1:27.022,11,1062,2025,ROUND4Summary,,DNF,6,C  Wurz,WUR,TRIDENT,1838.052,87.02199999999999,,20.0,,1274.975,84.886,27.0,0.7407407407407407,563.077,2.1359999999999957,91.90259999999999,0,1,0,0,,7.592592592592593,114.31535681538406,113.703310504403,0.4,94.91687567806932,-22.41275681538407,-3.0142756780693247,4
DNF1B. BadoerBADPREMA Racing,20,30:51.852,DNF,-,129.742,1:26.158,15,1062,2025,ROUND4Summary,,DNF,1,B  Badoer,BAD,PREMA Racing,1851.852,86.158,,20.0,,1274.975,84.886,27.0,0.7407407407407407,576.8770000000002,1.2720000000000056,92.5926,0,1,0,0,,13.869565217391305,115.14302703325318,114.01373978473998,0.2,94.91687567806932,-22.55042703325317,-2.324275678069313,4
DNF28B. BenavidesBENAIX Racing,19,29:17.322,DNF,-,129.885,1:27.230,11,1062,2025,ROUND4Summary,,DNF,28,B  Benavides,BEN,AIX Racing,1757.322,87.23,,19.0,,1274.975,84.886,27.0,0.7037037037037037,482.347,2.3440000000000083,92.49063157894736,0,1,0,0,,21.045454545454547,118.09299083685926,113.04098350447798,0.25,94.91687567806932,-25.6023592579119,-2.426244099121959,4
DNF2N. LeónLEOPREMA Racing,17,25:09.583,DNF,-,135.285,1:26.423,11,1062,2025,ROUND4Summary,,DNF,2,N  León,LEO,PREMA Racing,1509.583,86.423,,17.0,,1274.975,84.886,27.0,0.6296296296296297,234.60800000000017,1.5370000000000061,88.799,0,1,0,0,,13.869565217391305,115.14302703325318,113.25019476859373,0.2,94.91687567806932,-26.34402703325317,-6.117875678069311,4
DNF29N. LacorteLACDAMS Lucas Oil,14,21:14.975,DNF,-,131.912,1:27.539,10,1062,2025,ROUND4Summary,,DNF,29,N  Lacorte,LAC,DAMS Lucas Oil,1274.975,87.539,,14.0,,1274.975,84.886,27.0,0.5185185185185185,0.0,2.653000000000006,91.06964285714285,0,1,0,0,,20.375,116.06061166942015,117.78952806010415,0.0,94.91687567806932,-24.990968812277302,-3.8472328209264646,4
15R. CâmaraCAMTRIDENT,25,43:36.807,-,-,159.995,1:31.350,8,1063,2025,ROUND5Summary,,,15,R  Câmara,CAM,TRIDENT,2616.807,91.35,,25.0,1.0,142.263,91.35,25.0,1.0,2474.544,0.0,104.67227999999999,1,0,0,0,1.0,7.592592592592593,114.31535681538406,114.37763391238471,0.8,106.31596138235294,-9.643076815384077,-1.643681382352952,5
220T. NaëlNAEVan Amersfoort Racing,25,43:38.937,2.130,2.130,159.865,1:31.820,9,1063,2025,ROUND5Summary,,,220,T  Naël,NAE,Van Amersfoort Racing,2618.937,91.82,2.13,25.0,2.0,142.263,91.35,25.0,1.0,2476.674,0.46999999999999886,104.75748,1,0,0,0,2.0,15.115384615384615,115.98854423929895,113.95035644101551,0.5,106.31596138235294,-11.231064239298945,-1.5584813823529373,5
319A. GiustiGIUMP Motorsport,25,43:40.861,4.054,1.924,159.747,1:31.659,9,1063,2025,ROUND5Summary,,,319,A  Giusti,GIU,MP Motorsport,2620.861,91.659,4.054,25.0,3.0,142.263,91.35,25.0,1.0,2478.598,0.3090000000000117,104.83444,1,0,0,0,3.0,11.866666666666667,115.16305777365629,113.74496702582682,0.7,106.31596138235294,-10.32861777365629,-1.4815213823529376,5
47L. Van HoepenVANART Grand Prix,25,43:41.685,4.878,0.824,159.697,1:31.798,9,1063,2025,ROUND5Summary,,,47,L  Van Hoepen,VAN,ART Grand Prix,2621.685,91.798,4.878,25.0,4.0,142.263,91.35,25.0,1.0,2479.422,0.4480000000000075,104.8674,1,0,0,0,4.0,13.214285714285714,114.38655093691507,114.40713790877399,0.5,106.31596138235294,-9.519150936915068,-1.4485613823529349,5
512N. TsolovTSOCampos Racing,25,43:42.095,5.288,0.410,159.672,1:31.999,10,1063,2025,ROUND5Summary,,,512,N  Tsolov,TSO,Campos Racing,2622.095,91.999,5.288,25.0,5.0,142.263,91.35,25.0,1.0,2479.832,0.6490000000000009,104.8838,1,0,0,0,5.0,8.785714285714286,114.356535095258,116.23808511839408,0.875,106.31596138235294,-9.472735095258003,-1.4321613823529447,5
622I. DominguesDOMVan Amersfoort Racing,25,43:44.435,7.628,2.340,159.53,1:32.019,10,1063,2025,ROUND5Summary,,,622,I  Domingues,DOM,Van Amersfoort Racing,2624.435,92.019,7.628,25.0,6.0,142.263,91.35,25.0,1.0,2482.172,0.6690000000000111,104.9774,1,0,0,0,6.0,15.115384615384615,115.98854423929895,116.21091971805167,0.1,106.31596138235294,-11.011144239298943,-1.3385613823529354,5
717T. TramnitzTRAMP Motorsport,25,43:45.181,8.374,0.746,159.484,1:32.194,10,1063,2025,ROUND5Summary,,,717,T  Tramnitz,TRA,MP Motorsport,2625.181,92.194,8.374,25.0,7.0,142.263,91.35,25.0,1.0,2482.918,0.8440000000000083,105.00724,1,0,0,0,7.0,11.866666666666667,115.16305777365629,114.71827998628423,0.7,106.31596138235294,-10.155817773656295,-1.3087213823529424,5
84N. StrømstedSTRTRIDENT,25,43:47.077,10.270,1.896,159.369,1:32.287,10,1063,2025,ROUND5Summary,,,84,N  Strømsted,STR,TRIDENT,2627.077,92.287,10.27,25.0,8.0,142.263,91.35,25.0,1.0,2484.8140000000003,0.9370000000000118,105.08308000000001,1,0,0,0,8.0,7.592592592592593,114.31535681538406,114.80392139826638,0.7,106.31596138235294,-9.232276815384054,-1.2328813823529288,5
914M. StenshorneSTEHitech TGR,25,43:47.992,11.185,0.915,159.314,1:32.283,12,1063,2025,ROUND5Summary,,,914,M  Stenshorne,STE,Hitech TGR,2627.992,92.283,11.185,25.0,9.0,142.263,91.35,25.0,1.0,2485.7290000000003,0.9330000000000069,105.11968,1,0,0,0,9.0,16.678571428571427,116.87923325415902,115.8428010371018,0.5,106.31596138235294,-11.759553254159016,-1.196281382352936,5
1023C. VoisinVOIRodin Motorsport,25,43:50.535,13.728,2.543,159.16,1:32.317,10,1063,2025,ROUND5Summary,,,1023,C  Voisin,VOI,Rodin Motorsport,2630.535,92.317,13.728,25.0,10.0,142.263,91.35,25.0,1.0,2488.272,0.9669999999999987,105.22139999999999,1,0,0,0,10.0,12.307692307692308,113.9087699920339,113.26252448953801,0.4444444444444444,106.31596138235294,-8.687369992033908,-1.0945613823529499,5
1111T. InthraphuvasakINTCampos Racing,25,43:50.989,14.182,0.454,159.132,1:32.264,17,1063,2025,ROUND5Summary,,,1111,T  Inthraphuvasak,INT,Campos Racing,2630.989,92.264,14.182,25.0,11.0,142.263,91.35,25.0,1.0,2488.726,0.9140000000000015,105.23956,1,0,0,0,11.0,8.785714285714286,114.356535095258,113.79857635861683,0.4,106.31596138235294,-9.116975095257999,-1.076401382352941,5
1224L. SharpSHARodin Motorsport,25,43:51.220,14.413,0.231,159.118,1:33.061,11,1063,2025,ROUND5Summary,,,1224,L  Sharp,SHA,Rodin Motorsport,2631.22,93.061,14.413,25.0,12.0,142.263,91.35,25.0,1.0,2488.957,1.7110000000000127,105.24879999999999,1,0,0,0,12.0,12.307692307692308,113.9087699920339,115.23530388144263,0.1,106.31596138235294,-8.659969992033908,-1.0671613823529498,5
136C. WurzWURTRIDENT,25,43:51.697,14.890,0.477,159.089,1:33.034,13,1063,2025,ROUND5Summary,,,136,C  Wurz,WUR,TRIDENT,2631.697,93.034,14.89,25.0,13.0,142.263,91.35,25.0,1.0,2489.434,1.6840000000000117,105.26788,1,0,0,0,13.0,7.592592592592593,114.31535681538406,113.703310504403,0.4,106.31596138235294,-9.047476815384059,-1.0480813823529331,5
1431C. HoHODAMS Lucas Oil,25,43:53.218,16.411,1.521,158.998,1:32.855,10,1063,2025,ROUND5Summary,,,1431,C  Ho,HOD,AMS Lucas Oil,2633.218,92.855,16.411,25.0,14.0,142.263,91.35,25.0,1.0,2490.955,1.5050000000000097,105.32871999999999,1,0,0,0,14.0,16.666666666666668,113.4836650925757,113.4836650925757,0.2,106.31596138235294,-8.154945092575716,-0.9872413823529484,5
1530M. ZagazetaZAGDAMS Lucas Oil,25,43:53.923,17.116,0.705,158.955,1:33.028,15,1063,2025,ROUND5Summary,,,1530,M  Zagazeta,ZAG,DAMS Lucas Oil,2633.923,93.028,17.116,25.0,15.0,142.263,91.35,25.0,1.0,2491.66,1.6780000000000115,105.35691999999999,1,0,0,0,15.0,20.375,116.06061166942015,117.55205193090042,0.0,106.31596138235294,-10.703691669420166,-0.9590413823529502,5
169J. WhartonWHAART Grand Prix,25,43:55.167,18.360,1.244,158.88,1:32.644,16,1063,2025,ROUND5Summary,,,169,J  Wharton,WHA,ART Grand Prix,2635.167,92.644,18.36,25.0,16.0,142.263,91.35,25.0,1.0,2492.904,1.2940000000000111,105.40668,1,0,0,0,16.0,13.214285714285714,114.38655093691507,114.96557439568764,0.1,106.31596138235294,-8.979870936915077,-0.909281382352944,5
1718B. Del PinoDELMP Motorsport,25,43:56.514,19.707,1.347,158.799,1:32.928,10,1063,2025,ROUND5Summary,,,1718,B  Del Pino,DEL,MP Motorsport,2636.514,92.928,19.707,25.0,17.0,142.263,91.35,25.0,1.0,2494.251,1.578000000000003,105.46056,1,0,0,0,17.0,11.866666666666667,115.16305777365629,117.0259263088578,0.3,106.31596138235294,-9.70249777365629,-0.8554013823529374,5
182N. LeónLEOPREMA Racing,25,43:57.122,20.315,0.608,158.762,1:32.919,11,1063,2025,ROUND5Summary,,,182,N  León,LEO,PREMA Racing,2637.122,92.919,20.315,25.0,18.0,142.263,91.35,25.0,1.0,2494.859,1.5690000000000026,105.48487999999999,1,0,0,0,18.0,13.869565217391305,115.14302703325318,113.25019476859373,0.2,106.31596138235294,-9.658147033253186,-0.8310813823529486,5
198T. TaponenTAPART Grand Prix,25,43:57.341,20.534,0.219,158.749,1:32.347,11,1063,2025,ROUND5Summary,,,198,T  Taponen,TAP,ART Grand Prix,2637.341,92.347,20.534,25.0,19.0,142.263,91.35,25.0,1.0,2495.078,0.9969999999999999,105.49364,1,0,0,0,19.0,13.214285714285714,114.38655093691507,113.78694050628357,0.5,106.31596138235294,-8.892910936915072,-0.8223213823529392,5
203U. UgochukwuUGOPREMA Racing,25,43:57.963,21.156,0.622,158.712,1:33.218,17,1063,2025,ROUND5Summary,,,203,U  Ugochukwu,UGO,PREMA Racing,2637.963,93.218,21.156,25.0,20.0,142.263,91.35,25.0,1.0,2495.7000000000003,1.8680000000000092,105.51852000000001,1,0,0,0,20.0,13.869565217391305,115.14302703325318,118.16514654642579,0.3,106.31596138235294,-9.624507033253167,-0.7974413823529289,5
2116G. XieXIEHitech TGR,25,43:58.575,21.768,0.612,158.675,1:33.510,11,1063,2025,ROUND5Summary,,,2116,G  Xie,XIE,Hitech TGR,2638.575,93.51,21.768,25.0,21.0,142.263,91.35,25.0,1.0,2496.312,2.160000000000011,105.54299999999999,1,0,0,0,21.0,16.678571428571427,116.87923325415902,119.21496472578346,0.0,106.31596138235294,-11.336233254159026,-0.7729613823529462,5
2515J. CarrasquedoCARHitech TGR,25,43:58.806,51.999,9.907,158.661,1:32.672,13,1063,2025,ROUND5Summary,,,2515,J  Carrasquedo,CAR,Hitech TGR,2638.806,92.672,51.999,25.0,22.0,142.263,91.35,25.0,1.0,2496.543,1.3220000000000027,105.55224,1,0,0,0,22.0,16.678571428571427,116.87923325415902,95.48248538461539,0.0,106.31596138235294,-11.32699325415902,-0.7637213823529407,5
2210M. BoyaBOYCampos Racing,25,43:59.144,22.337,0.338,158.64,1:32.225,10,1063,2025,ROUND5Summary,,,2210,M  Boya,BOY,Campos Racing,2639.144,92.225,22.337,25.0,23.0,142.263,91.35,25.0,1.0,2496.881,0.875,105.56576,1,0,0,0,23.0,8.785714285714286,114.356535095258,113.40925381339032,0.7,106.31596138235294,-8.790775095257999,-0.750201382352941,5
2327N. MarinangeliMARAIX Racing,25,44:01.043,24.236,1.899,158.526,1:32.924,12,1063,2025,ROUND5Summary,,,2327,N  Marinangeli,MAR,AIX Racing,2641.043,92.924,24.236,25.0,24.0,142.263,91.35,25.0,1.0,2498.78,1.5740000000000123,105.64172,1,0,0,0,24.0,21.045454545454547,118.09299083685926,116.38362192279257,0.0,106.31596138235294,-12.451270836859251,-0.6742413823529319,5
2428B. BenavidesBENAIX Racing,25,44:18.899,42.092,17.856,157.462,1:33.139,11,1063,2025,ROUND5Summary,,,2428,B  Benavides,BEN,AIX Racing,2658.899,93.139,42.092,25.0,25.0,142.263,91.35,25.0,1.0,2516.636,1.7890000000000015,106.35596,1,0,0,0,25.0,21.045454545454547,118.09299083685926,113.04098350447798,0.25,106.31596138235294,-11.737030836859262,0.0399986176470577,5
DNF29N. LacorteLACDAMS Lucas Oil,24,43:13.335,DNF,-,154.978,1:32.503,12,1063,2025,ROUND5Summary,,DNF,29,N  Lacorte,LAC,DAMS Lucas Oil,2593.335,92.503,,24.0,,142.263,91.35,25.0,0.96,2451.072,1.1530000000000058,108.055625,0,1,0,0,,20.375,116.06061166942015,117.78952806010415,0.0,106.31596138235294,-8.004986669420148,1.739663617647068,5
DNF1B. BadoerBADPREMA Racing,17,29:56.767,DNF,-,158.37,1:33.074,13,1063,2025,ROUND5Summary,,DNF,1,B  Badoer,BAD,PREMA Racing,1796.767,93.074,,17.0,,142.263,91.35,25.0,0.68,1654.5040000000001,1.7240000000000038,105.69217647058824,0,1,0,0,,13.869565217391305,115.14302703325318,114.01373978473998,0.2,106.31596138235294,-9.45085056266494,-0.6237849117647016,5
DNF26J. GarfiasGARAIX Racing,2,3:21.458,DNF,-,164.187,1:35.812,2,1063,2025,ROUND5Summary,,DNF,26,J  Garfias,GAR,AIX Racing,201.458,95.812,,2.0,,142.263,91.35,25.0,0.08,59.19499999999999,4.462000000000003,100.729,0,1,0,0,,21.045454545454547,118.09299083685926,100.729,0.0,106.31596138235294,-17.36399083685926,-5.586961382352939,5
DNF25R. BilinskiBILRodin Motorsport,2,3:21.700,DNF,-,163.99,-,-,1063,2025,ROUND5Summary,,DNF,25,R  Bilinski,BIL,Rodin Motorsport,201.7,,,2.0,,142.263,91.35,25.0,0.08,59.43699999999998,,100.85,0,1,0,0,,12.307692307692308,113.9087699920339,113.16385705487146,0.5,106.31596138235294,-13.058769992033902,-5.465961382352944,5
DNF21S. RamosRAMVan Amersfoort Racing,1,2:22.263,DNF,-,114.658,-,-,1063,2025,ROUND5Summary,,DNF,21,S  Ramos,RAM,Van Amersfoort Racing,142.263,,,1.0,,142.263,91.35,25.0,0.04,0.0,,142.263,0,1,0,0,,15.115384615384615,115.98854423929895,117.42216890375013,0.2222222222222222,106.31596138235294,26.27445576070106,35.94703861764707,5
114M. StenshorneSTEHitech TGR,26,36:46.954,-,-,183.262,1:23.185,7,1064,2025,ROUND6Summary,,,114,M  Stenshorne,STE,Hitech TGR,2206.954,83.185,,26.0,1.0,959.482,82.963,26.0,1.0,1247.4720000000002,0.2220000000000084,84.88284615384616,1,0,0,0,1.0,16.678571428571427,116.87923325415902,115.8428010371018,0.5,85.54629117434291,-31.99638710031286,-0.6634450204967521,6
217T. TramnitzTRAMP Motorsport,26,36:49.029,2.075,2.075,183.09,1:23.214,7,1064,2025,ROUND6Summary,,,217,T  Tramnitz,TRA,MP Motorsport,2209.029,83.214,2.075,26.0,2.0,959.482,82.963,26.0,1.0,1249.547,0.2510000000000048,84.96265384615384,1,0,0,0,2.0,11.866666666666667,115.16305777365629,114.71827998628423,0.7,85.54629117434291,-30.20040392750245,-0.5836373281890701,6
310M. BoyaBOYCampos Racing,26,36:49.412,2.458,0.383,183.059,1:22.963,7,1064,2025,ROUND6Summary,,,310,M  Boya,BOY,Campos Racing,2209.412,82.963,2.458,26.0,3.0,959.482,82.963,26.0,1.0,1249.9299999999998,0.0,84.97738461538461,1,0,0,0,3.0,8.785714285714286,114.356535095258,113.40925381339032,0.7,85.54629117434291,-29.37915047987339,-0.5689065589583038,6
43U. UgochukwuUGOPREMA Racing,26,36:51.045,4.091,1.633,182.923,1:23.389,4,1064,2025,ROUND6Summary,,,43,U  Ugochukwu,UGO,PREMA Racing,2211.045,83.389,4.091,26.0,4.0,959.482,82.963,26.0,1.0,1251.563,0.42600000000000193,85.04019230769231,1,0,0,0,4.0,13.869565217391305,115.14302703325318,118.16514654642579,0.3,85.54629117434291,-30.102834725560868,-0.5060988666506034,6
55R. CâmaraCAMTRIDENT,26,36:52.847,5.893,1.802,182.774,1:22.975,5,1064,2025,ROUND6Summary,,,55,R  Câmara,CAM,TRIDENT,2212.847,82.975,5.893,26.0,5.0,959.482,82.963,26.0,1.0,1253.3650000000002,0.012000000000000455,85.10950000000001,1,0,0,0,5.0,7.592592592592593,114.31535681538406,114.37763391238471,0.8,85.54629117434291,-29.205856815384053,-0.4367911743429005,6
66C. WurzWURTRIDENT,26,36:54.183,7.229,1.336,182.664,1:23.482,8,1064,2025,ROUND6Summary,,,66,C  Wurz,WUR,TRIDENT,2214.183,83.482,7.229,26.0,6.0,959.482,82.963,26.0,1.0,1254.701,0.5190000000000055,85.16088461538462,1,0,0,0,6.0,7.592592592592593,114.31535681538406,113.703310504403,0.4,85.54629117434291,-29.154472199999447,-0.38540655895829445,6
74N. StrømstedSTRTRIDENT,26,36:56.829,9.875,2.646,182.446,1:23.230,8,1064,2025,ROUND6Summary,,,74,N  Strømsted,STR,TRIDENT,2216.829,83.23,9.875,26.0,7.0,959.482,82.963,26.0,1.0,1257.3470000000002,0.2670000000000101,85.26265384615385,1,0,0,0,7.0,7.592592592592593,114.31535681538406,114.80392139826638,0.7,85.54629117434291,-29.05270296923021,-0.28363732818905874,6
823C. VoisinVOIRodin Motorsport,26,36:57.634,10.680,0.579,182.38,1:23.539,5,1064,2025,ROUND6Summary,,,823,C  Voisin,VOI,Rodin Motorsport,2217.634,83.539,10.68,26.0,8.0,959.482,82.963,26.0,1.0,1258.152,0.5760000000000076,85.29361538461538,1,0,0,0,8.0,12.307692307692308,113.9087699920339,113.26252448953801,0.4444444444444444,85.54629117434291,-28.615154607418518,-0.25267578972753313,6
928B. BenavidesBENAIX Racing,26,36:58.342,11.388,0.708,182.322,1:23.494,8,1064,2025,ROUND6Summary,,,928,B  Benavides,BEN,AIX Racing,2218.342,83.494,11.388,26.0,9.0,959.482,82.963,26.0,1.0,1258.8600000000001,0.5310000000000059,85.32084615384616,1,0,0,0,9.0,21.045454545454547,118.09299083685926,113.04098350447798,0.25,85.54629117434291,-32.772144683013096,-0.22544502049674975,6
1020T. NaëlNAEVan Amersfoort Racing,26,36:58.780,11.826,0.438,182.286,1:23.267,7,1064,2025,ROUND6Summary,,,1020,T  Naël,NAE,Van Amersfoort Racing,2218.78,83.267,11.826,26.0,10.0,959.482,82.963,26.0,1.0,1259.2980000000002,0.30400000000000205,85.33769230769232,1,0,0,0,10.0,15.115384615384615,115.98854423929895,113.95035644101551,0.5,85.54629117434291,-30.650851931606624,-0.2085988666505898,6
112N. LeónLEOPREMA Racing,26,36:59.603,12.649,0.823,182.218,1:23.581,8,1064,2025,ROUND6Summary,,,112,N  León,LEO,PREMA Racing,2219.603,83.581,12.649,26.0,11.0,959.482,82.963,26.0,1.0,1260.121,0.6180000000000092,85.36934615384615,1,0,0,0,11.0,13.869565217391305,115.14302703325318,113.25019476859373,0.2,85.54629117434291,-29.773680879407024,-0.17694502049675975,6
1219A. GiustiGIUMP Motorsport,26,37:00.269,13.315,0.666,182.163,1:23.697,8,1064,2025,ROUND6Summary,,,1219,A  Giusti,GIU,MP Motorsport,2220.269,83.697,13.315,26.0,12.0,959.482,82.963,26.0,1.0,1260.7869999999998,0.7340000000000089,85.39496153846153,1,0,0,0,12.0,11.866666666666667,115.16305777365629,113.74496702582682,0.7,85.54629117434291,-29.76809623519476,-0.15132963588138182,6
1315J. CarrasquedoCARHitech TGR,26,37:00.731,13.777,0.462,182.125,1:23.795,10,1064,2025,ROUND6Summary,,,1315,J  Carrasquedo,CAR,Hitech TGR,2220.731,83.795,13.777,26.0,13.0,959.482,82.963,26.0,1.0,1261.2490000000003,0.8320000000000078,85.41273076923078,1,0,0,0,13.0,16.678571428571427,116.87923325415902,95.48248538461539,0.0,85.54629117434291,-31.46650248492824,-0.13356040511213507,6
149J. WhartonWHAART Grand Prix,26,37:01.761,14.807,1.030,182.041,1:23.677,8,1064,2025,ROUND6Summary,,,149,J  Wharton,WHA,ART Grand Prix,2221.761,83.67699999999999,14.807,26.0,14.0,959.482,82.963,26.0,1.0,1262.279,0.7139999999999986,85.45234615384615,1,0,0,0,14.0,13.214285714285714,114.38655093691507,114.96557439568764,0.1,85.54629117434291,-28.93420478306892,-0.09394502049676134,6
1511T. InthraphuvasakINTCampos Racing,26,37:02.135,15.181,0.374,182.01,1:23.783,10,1064,2025,ROUND6Summary,,,1511,T  Inthraphuvasak,INT,Campos Racing,2222.135,83.783,15.181,26.0,15.0,959.482,82.963,26.0,1.0,1262.6530000000002,0.8200000000000074,85.46673076923078,1,0,0,0,15.0,8.785714285714286,114.356535095258,113.79857635861683,0.4,85.54629117434291,-28.889804326027217,-0.07956040511213303,6
1624L. SharpSHARodin Motorsport,26,37:02.550,15.596,0.415,181.976,1:23.768,8,1064,2025,ROUND6Summary,,,1624,L  Sharp,SHA,Rodin Motorsport,2222.55,83.768,15.596,26.0,16.0,959.482,82.963,26.0,1.0,1263.0680000000002,0.8050000000000068,85.48269230769232,1,0,0,0,16.0,12.307692307692308,113.9087699920339,115.23530388144263,0.1,85.54629117434291,-28.42607768434158,-0.06359886665059378,6
1716G. XieXIEHitech TGR,26,37:03.274,16.320,0.724,181.917,1:23.421,10,1064,2025,ROUND6Summary,,,1716,G  Xie,XIE,Hitech TGR,2223.274,83.42099999999999,16.32,26.0,17.0,959.482,82.963,26.0,1.0,1263.792,0.4579999999999984,85.51053846153846,1,0,0,0,17.0,16.678571428571427,116.87923325415902,119.21496472578346,0.0,85.54629117434291,-31.36869479262056,-0.03575271280445236,6
1830M. ZagazetaZAGDAMS Lucas Oil,26,37:03.796,16.842,0.522,181.874,1:23.949,10,1064,2025,ROUND6Summary,,,1830,M  Zagazeta,ZAG,DAMS Lucas Oil,2223.796,83.949,16.842,26.0,18.0,959.482,82.963,26.0,1.0,1264.3139999999999,0.9860000000000042,85.53061538461537,1,0,0,0,18.0,20.375,116.06061166942015,117.55205193090042,0.0,85.54629117434291,-30.52999628480478,-0.01567578972753836,6
1918B. Del PinoDELMP Motorsport,26,37:04.070,17.116,0.274,181.852,1:23.627,10,1064,2025,ROUND6Summary,,,1918,B  Del Pino,DEL,MP Motorsport,2224.07,83.627,17.116,26.0,19.0,959.482,82.963,26.0,1.0,1264.5880000000002,0.6640000000000015,85.54115384615385,1,0,0,0,19.0,11.866666666666667,115.16305777365629,117.0259263088578,0.3,85.54629117434291,-29.621903927502444,-0.00513732818906476,6
