driverId,driver_name,code,forename,surname,nationality,year,constructorId,n_races,total_points,avg_points,avg_grid,avg_finish,best_finish,worst_finish,wins,podiums,podium_rate,win_rate,points_finishes,points_rate,top10_finishes,top10_rate,total_laps,avg_best_lap,avg_kph,avg_gap_to_winner,driver_speed,driver_vs_team_speed,finish_std,points_std,pos_change_std,avg_pos_change,dnf_count,dnf_rate,clean_race_rate,team_total_points,team_avg_points,team_avg_pos_season,team_speed,driver_vs_team_avg_finish,driver_vs_team_avg_points
815,Sergio Pérez,PER,Sergio,Pérez,Mexican,2022,9,22,291.0,13.227272727272727,4.818181818181818,5.409090909090909,1,20,2,11,0.5,0.09090909090909091,19,0.8636363636363636,19,0.8636363636363636,1183,88.89068181818182,208.703,13.099473684210528,88.89068181818182,0.16540909090909395,5.885082763581082,7.190813042194339,5.4218173978938,-0.5909090909090909,3,0.13636363636363635,0.8636363636363636,724.0,16.454545454545453,4.454545454545454,88.72527272727272,0.954545454545455,-3.2272727272727266
815,Sergio Pérez,PER,Sergio,Pérez,Mexican,2023,9,22,260.0,11.818181818181818,7.454545454545454,5.863636363636363,1,20,2,9,0.4090909090909091,0.09090909090909091,19,0.8636363636363636,19,0.8636363636363636,1215,87.76371428571429,214.20571428571427,22.649052631578947,87.76371428571429,0.4937142857142902,5.548877660396136,7.404222499527606,7.035008314944765,1.5909090909090908,3,0.13636363636363635,0.8636363636363636,790.0,17.954545454545453,3.5681818181818183,87.27,2.295454545454545,-6.136363636363635
815,Sergio Pérez,PER,Sergio,Pérez,Mexican,2024,9,24,138.0,5.75,8.541666666666666,9.625,2,20,0,4,0.16666666666666666,0.0,16,0.6666666666666666,16,0.6666666666666666,1264,88.01040909090909,215.3214090909091,41.49425,88.01040909090909,0.2291424242424256,5.851885612124634,6.319397329547783,5.822868459912972,-1.0833333333333333,8,0.3333333333333333,0.6666666666666667,537.0,11.1875,6.625,87.78126666666667,3.0,-5.4375
817,Daniel Ricciardo,RIC,Daniel,Ricciardo,Australian,2019,4,21,54.0,2.5714285714285716,10.619047619047619,12.142857142857142,4,20,0,0,0.0,0.0,8,0.38095238095238093,8,0.38095238095238093,1120,90.46890476190477,206.21733333333336,51.382375,90.46890476190477,0.08445238095238494,5.275279274936202,3.80225497003329,4.8848648662890115,-1.5238095238095237,13,0.6190476190476191,0.38095238095238093,91.0,2.1666666666666665,11.976190476190476,90.38445238095238,0.16666666666666607,0.4047619047619051
817,Daniel Ricciardo,RIC,Daniel,Ricciardo,Australian,2020,4,17,119.0,7.0,7.588235294117647,7.470588235294118,3,19,0,2,0.11764705882352941,0.0,14,0.8235294117647058,14,0.8235294117647058,979,85.30776470588235,218.7050588235294,33.56916666666667,85.30776470588235,-1.8770294117647097,4.244373438135827,5.361902647381804,4.0908793819479765,0.11764705882352941,5,0.29411764705882354,0.7058823529411764,181.0,5.323529411764706,8.941176470588236,87.18479411764706,-1.4705882352941178,1.6764705882352944
817,Daniel Ricciardo,RIC,Daniel,Ricciardo,Australian,2021,1,22,114.0,5.181818181818182,9.681818181818182,8.590909090909092,1,19,1,1,0.045454545454545456,0.045454545454545456,13,0.5909090909090909,13,0.5909090909090909,1267,85.97828571428572,211.07990476190474,49.322230769230764,85.97828571428572,0.2345540069686507,4.193635664501636,6.314279837806515,3.650297977518455,1.0909090909090908,9,0.4090909090909091,0.5909090909090908,274.0,6.2272727272727275,7.795454545454546,85.74373170731707,0.7954545454545459,-1.0454545454545459
817,Daniel Ricciardo,RIC,Daniel,Ricciardo,Australian,2022,1,22,34.0,1.5454545454545454,11.409090909090908,12.5,5,20,0,0,0.0,0.0,7,0.3181818181818182,7,0.3181818181818182,1195,91.17890476190476,205.1924285714286,62.89521428571429,91.17890476190476,0.7753698781838381,4.1719014735204265,2.8904979423930324,5.706379812347805,-1.0909090909090908,8,0.36363636363636365,0.6363636363636364,150.0,3.409090909090909,10.636363636363637,90.40353488372092,1.8636363636363633,-1.8636363636363638
817,Daniel Ricciardo,RIC,Daniel,Ricciardo,Australian,2023,213,7,6.0,0.8571428571428571,13.714285714285714,12.714285714285714,7,16,0,0,0.0,0.0,1,0.14285714285714285,1,0.14285714285714285,417,90.93114285714286,208.10714285714286,62.348749999999995,90.93114285714286,2.571714285714293,2.984084768360628,2.2677868380553634,2.70801280154532,1.0,3,0.42857142857142855,0.5714285714285714,22.0,0.5,13.613636363636363,88.35942857142857,-0.8993506493506498,0.3571428571428571
817,Daniel Ricciardo,RIC,Daniel,Ricciardo,Australian,2024,215,18,7.0,0.3888888888888889,13.11111111111111,13.38888888888889,8,19,0,0,0.0,0.0,3,0.16666666666666666,3,0.16666666666666666,996,88.4049375,214.56312499999999,72.68033333333334,88.4049375,-0.6338124999999906,3.0125011865047973,1.0369008625190792,3.69109509584025,-0.2777777777777778,12,0.6666666666666666,0.33333333333333337,40.0,0.8333333333333334,13.291666666666666,89.03875,0.09722222222222321,-0.4444444444444445
822,Valtteri Bottas,BOT,Valtteri,Bottas,Finnish,2019,131,21,326.0,15.523809523809524,3.7142857142857144,4.095238095238095,1,20,4,15,0.7142857142857143,0.19047619047619047,19,0.9047619047619048,19,0.9047619047619048,1233,87.65347619047618,212.64204761904762,11.169722222222223,87.65347619047618,-0.05245238095238847,4.805255059877279,7.373052608106412,6.0039669425821325,-0.38095238095238093,3,0.14285714285714285,0.8571428571428572,739.0,17.595238095238095,3.238095238095238,87.70592857142857,0.8571428571428568,-2.071428571428571
822,Valtteri Bottas,BOT,Valtteri,Bottas,Finnish,2020,131,17,223.0,13.117647058823529,2.2941176470588234,5.176470588235294,1,19,2,11,0.6470588235294118,0.11764705882352941,14,0.8235294117647058,14,0.8235294117647058,994,84.40264705882353,221.23611764705882,15.478466666666666,84.40264705882353,0.2171764705882424,5.174882777871001,8.50648541511987,4.986009839305079,-2.8823529411764706,2,0.11764705882352941,0.8823529411764706,573.0,16.852941176470587,3.735294117647059,84.18547058823529,1.4411764705882355,-3.735294117647058
822,Valtteri Bottas,BOT,Valtteri,Bottas,Finnish,2021,131,22,219.0,9.954545454545455,5.590909090909091,7.409090909090909,1,20,1,11,0.5,0.045454545454545456,15,0.6818181818181818,15,0.6818181818181818,1134,85.38525,214.02609999999999,28.202117647058824,85.38525,0.538152439024401,6.344544645066875,7.804011622402762,7.823264229428993,-1.8181818181818181,5,0.22727272727272727,0.7727272727272727,604.5,13.738636363636363,5.409090909090909,84.8470975609756,2.0,-3.7840909090909083
822,Valtteri Bottas,BOT,Valtteri,Bottas,Finnish,2022,51,22,47.0,2.1363636363636362,10.454545454545455,12.090909090909092,5,20,0,0,0.0,0.0,9,0.4090909090909091,9,0.4090909090909091,1136,89.35904761904762,204.53647619047618,51.37436363636363,89.35904761904762,-0.747309523809534,4.780008875356284,3.270291301215412,5.44710892777037,-1.6363636363636365,11,0.5,0.5,53.0,1.2045454545454546,13.204545454545455,90.10635714285715,-1.1136363636363633,0.9318181818181817
822,Valtteri Bottas,BOT,Valtteri,Bottas,Finnish,2023,51,22,10.0,0.45454545454545453,13.0,13.954545454545455,8,20,0,0,0.0,0.0,4,0.18181818181818182,4,0.18181818181818182,1229,89.87495454545454,208.00577272727276,62.817083333333336,89.87495454545454,0.6219772727272783,3.6577025410478474,1.184313050927584,4.835161618683276,-0.9545454545454546,10,0.45454545454545453,0.5454545454545454,16.0,0.36363636363636365,14.0,89.25297727272726,-0.04545454545454497,0.09090909090909088
822,Valtteri Bottas,BOT,Valtteri,Bottas,Finnish,2024,15,24,0.0,0.0,14.25,15.833333333333334,11,20,0,0,0.0,0.0,0,0.0,0,0.0,1360,89.20382608695652,212.51208695652176,55.4624,89.20382608695652,0.059347826086963096,2.219805449106759,0.0,4.1589784141391455,-1.5833333333333333,19,0.7916666666666666,0.20833333333333337,4.0,0.08333333333333333,15.666666666666666,89.14447826086956,0.16666666666666785,-0.08333333333333333
825,Kevin Magnussen,MAG,Kevin,Magnussen,Danish,2019,210,21,20.0,0.9523809523809523,10.952380952380953,13.761904761904763,6,20,0,0,0.0,0.0,4,0.19047619047619047,4,0.19047619047619047,1187,89.72366666666667,207.67204761904765,48.6855,89.72366666666667,-0.1446016260162537,3.948477705455128,2.246690688016276,5.230860805059217,-2.8095238095238093,15,0.7142857142857143,0.2857142857142857,28.0,0.6666666666666666,14.404761904761905,89.86826829268293,-0.6428571428571423,0.2857142857142857
825,Kevin Magnussen,MAG,Kevin,Magnussen,Danish,2020,210,17,1.0,0.058823529411764705,15.764705882352942,15.941176470588236,10,20,0,0,0.0,0.0,1,0.058823529411764705,1,0.058823529411764705,814,89.2778125,209.49699999999999,55.83166666666667,89.2778125,1.796750000000003,2.7944272274317266,0.242535625036333,4.003674782584855,-0.17647058823529413,14,0.8235294117647058,0.17647058823529416,3.0,0.08823529411764706,15.794117647058824,87.4810625,0.14705882352941124,-0.02941176470588236
825,Kevin Magnussen,MAG,Kevin,Magnussen,Danish,2022,210,22,21.0,0.9545454545454546,12.954545454545455,14.136363636363637,5,20,0,0,0.0,0.0,6,0.2727272727272727,6,0.2727272727272727,1132,92.04880952380952,203.75671428571428,58.71344444444445,92.04880952380952,0.9190000000000111,4.085927703081053,2.2777865765500698,4.924538785620665,-1.1818181818181819,13,0.5909090909090909,0.40909090909090906,33.0,0.75,14.272727272727273,91.12980952380951,-0.1363636363636367,0.20454545454545459
825,Kevin Magnussen,MAG,Kevin,Magnussen,Danish,2023,210,22,3.0,0.13636363636363635,12.545454545454545,15.590909090909092,10,20,0,0,0.0,0.0,3,0.13636363636363635,3,0.13636363636363635,1169,89.37285714285714,210.1725238095238,67.32842857142857,89.37285714285714,0.4124850498338901,3.1115620163863325,0.35125008665710444,6.129377135506027,-3.0454545454545454,15,0.6818181818181818,0.31818181818181823,9.0,0.20454545454545456,15.068181818181818,88.96037209302325,0.5227272727272734,-0.0681818181818182
825,Kevin Magnussen,MAG,Kevin,Magnussen,Danish,2024,210,22,14.0,0.6363636363636364,13.727272727272727,13.363636363636363,7,20,0,0,0.0,0.0,5,0.22727272727272727,5,0.22727272727272727,1233,88.02585714285713,215.74866666666665,70.55725,88.02585714285713,-0.7237515527950364,3.697430955541384,1.5289415743128767,4.942964741215583,0.36363636363636365,10,0.45454545454545453,0.5454545454545454,51.0,1.0625,12.395833333333334,88.74960869565217,0.9678030303030294,-0.42613636363636365
826,Daniil Kvyat,KVY,Daniil,Kvyat,Russian,2019,5,21,37.0,1.7619047619047619,13.380952380952381,11.857142857142858,3,19,0,1,0.047619047619047616,0.0,10,0.47619047619047616,10,0.47619047619047616,1194,89.46461904761905,208.29680952380954,45.614625,89.46461904761905,-0.15338095238095661,4.292851200376205,3.520010822494185,6.1206131034321025,1.5238095238095237,13,0.6190476190476191,0.38095238095238093,85.0,2.0238095238095237,11.5,89.61800000000001,0.35714285714285765,-0.26190476190476186
826,Daniil Kvyat,KVY,Daniil,Kvyat,Russian,2020,213,17,32.0,1.8823529411764706,12.235294117647058,11.058823529411764,4,19,0,0,0.0,0.0,7,0.4117647058823529,7,0.4117647058823529,986,86.12188235294118,216.86217647058825,42.2295,86.12188235294118,0.019791443850266432,3.7827005603684474,3.3332107820609034,3.3210558207753573,1.1764705882352942,9,0.5294117647058824,0.47058823529411764,107.0,3.1470588235294117,10.705882352941176,86.10209090909092,0.35294117647058876,-1.2647058823529411
830,Max Verstappen,VER,Max,Verstappen,Dutch,2019,9,21,278.0,13.238095238095237,4.714285714285714,5.0,1,20,3,9,0.42857142857142855,0.14285714285714285,19,0.9047619047619048,19,0.9047619047619048,1180,87.5516,209.60500000000002,22.114842105263158,87.5516,-0.579546341463427,4.959838707054898,7.161736953454531,5.330505202538097,-0.2857142857142857,2,0.09523809523809523,0.9047619047619048,417.0,9.928571428571429,6.261904761904762,88.13114634146342,-1.2619047619047619,3.3095238095238084
830,Max Verstappen,VER,Max,Verstappen,Dutch,2020,9,17,214.0,12.588235294117647,3.0588235294117645,7.117647058823529,1,20,2,11,0.6470588235294118,0.11764705882352941,12,0.7058823529411765,12,0.7058823529411765,795,86.72853333333335,219.34286666666668,15.060166666666667,86.72853333333335,0.8535333333333455,7.614807556179411,9.185986770139422,7.709333533413363,-4.0588235294117645,5,0.29411764705882354,0.7058823529411764,319.0,9.382352941176471,7.705882352941177,85.875,-0.5882352941176476,3.2058823529411757
830,Max Verstappen,VER,Max,Verstappen,Dutch,2021,9,22,388.5,17.65909090909091,2.8636363636363638,4.136363636363637,1,20,10,18,0.8181818181818182,0.45454545454545453,19,0.8636363636363636,19,0.8636363636363636,1211,84.06315,214.30945000000003,12.73142105263158,84.06315,-0.48422500000000923,6.151232586861136,9.112244984525418,7.672969364884684,-1.2727272727272727,3,0.13636363636363635,0.8636363636363636,578.5,13.147727272727273,5.840909090909091,84.547375,-1.7045454545454541,4.511363636363637
830,Max Verstappen,VER,Max,Verstappen,Dutch,2022,9,22,433.0,19.681818181818183,3.409090909090909,3.5,1,19,15,17,0.7727272727272727,0.6818181818181818,20,0.9090909090909091,20,0.9090909090909091,1271,88.55986363636363,209.67009090909093,4.53405,88.55986363636363,-0.16540909090909395,5.244044240850759,9.203448440854286,6.502080918987111,-0.09090909090909091,2,0.09090909090909091,0.9090909090909091,724.0,16.454545454545453,4.454545454545454,88.72527272727272,-0.9545454545454541,3.22727272727273
830,Max Verstappen,VER,Max,Verstappen,Dutch,2023,9,22,530.0,24.09090909090909,3.1818181818181817,1.2727272727272727,1,5,19,21,0.9545454545454546,0.8636363636363636,22,1.0,22,1.0,1325,86.79872727272726,214.76668181818184,1.3151363636363635,86.79872727272726,-0.4712727272727335,0.8827348295047496,3.7784992096143513,3.421348813790799,1.9090909090909092,0,0.0,1.0,790.0,17.954545454545453,3.5681818181818183,87.27,-2.295454545454546,6.136363636363637
830,Max Verstappen,VER,Max,Verstappen,Dutch,2024,9,24,399.0,16.625,3.5416666666666665,3.625,1,19,9,14,0.5833333333333334,0.375,23,0.9583333333333334,23,0.9583333333333334,1389,87.56208695652174,216.48939130434783,17.17513043478261,87.56208695652174,-0.2191797101449282,3.842694932963855,7.98265783351363,5.436724290829245,-0.08333333333333333,1,0.041666666666666664,0.9583333333333334,537.0,11.1875,6.625,87.78126666666667,-3.0,5.4375
832,Carlos Sainz,SAI,Carlos,Sainz,Spanish,2019,1,21,96.0,4.571428571428571,10.285714285714286,10.047619047619047,3,20,0,1,0.047619047619047616,0.0,13,0.6190476190476191,13,0.6190476190476191,1133,88.65445,206.81225,48.8166,88.65445,-0.8354280487804857,5.481570855842242,4.621378891320518,6.722386197658997,0.23809523809523808,11,0.5238095238095238,0.47619047619047616,145.0,3.4523809523809526,10.69047619047619,89.48987804878048,-0.6428571428571423,1.1190476190476186
832,Carlos Sainz,SAI,Carlos,Sainz,Spanish,2020,1,17,105.0,6.176470588235294,8.352941176470589,8.941176470588236,2,20,0,1,0.058823529411764705,0.0,12,0.7058823529411765,12,0.7058823529411765,882,86.2748,212.5890666666667,30.3285,86.2748,0.5677062500000005,5.606587511973014,5.364644607493202,6.837934844759525,-0.5882352941176471,7,0.4117647058823529,0.5882352941176471,202.0,5.9411764705882355,8.617647058823529,85.70709375,0.3235294117647065,0.23529411764705888
832,Carlos Sainz,SAI,Carlos,Sainz,Spanish,2021,6,22,163.5,7.431818181818182,7.909090909090909,6.5,2,11,0,4,0.18181818181818182,0.0,20,0.9090909090909091,20,0.9090909090909091,1294,85.54295238095239,212.24190476190475,46.79726315789474,85.54295238095239,-0.3070726190476165,2.444624812970382,4.938419485319875,4.846786769741577,1.4090909090909092,3,0.13636363636363635,0.8636363636363636,322.5,7.329545454545454,7.113636363636363,85.850025,-0.6136363636363633,0.10227272727272751
832,Carlos Sainz,SAI,Carlos,Sainz,Spanish,2022,6,22,228.0,10.363636363636363,4.7272727272727275,7.863636363636363,1,20,1,9,0.4090909090909091,0.045454545454545456,16,0.7272727272727273,16,0.7272727272727273,1033,88.24011111111112,208.09977777777777,16.43525,88.24011111111112,-0.22026388888887993,7.434126294745991,7.58786910639328,9.009494751149791,-3.1363636363636362,6,0.2727272727272727,0.7272727272727273,519.0,11.795454545454545,6.681818181818182,88.460375,1.1818181818181817,-1.4318181818181817
832,Carlos Sainz,SAI,Carlos,Sainz,Spanish,2023,6,22,178.0,8.090909090909092,5.7727272727272725,7.5,1,20,1,3,0.13636363636363635,0.045454545454545456,18,0.8181818181818182,18,0.8181818181818182,1246,88.11380952380952,211.04695238095238,32.54294736842105,88.11380952380952,-0.09404047619047162,5.234955769131378,6.0781348244114275,4.558423058385519,-1.7272727272727273,3,0.13636363636363635,0.8636363636363636,363.0,8.25,7.863636363636363,88.20785,-0.3636363636363633,-0.15909090909090828
832,Carlos Sainz,SAI,Carlos,Sainz,Spanish,2024,6,23,262.0,11.391304347826088,4.826086956521739,5.695652173913044,1,18,2,9,0.391304347826087,0.08695652173913043,20,0.8695652173913043,20,0.8695652173913043,1343,87.82436363636363,214.2196818181818,21.9798,87.82436363636363,-0.27833201581029243,4.665490158490567,6.726738575097706,4.9571284560362425,-0.8695652173913043,3,0.13043478260869565,0.8695652173913043,595.0,12.395833333333334,5.145833333333333,88.10269565217392,0.5498188405797109,-1.0045289855072461
839,Esteban Ocon,OCO,Esteban,Ocon,French,2020,4,17,62.0,3.6470588235294117,10.058823529411764,10.411764705882353,2,19,0,1,0.058823529411764705,0.0,10,0.5882352941176471,10,0.5882352941176471,861,89.06182352941175,211.61211764705882,31.24277777777778,89.06182352941175,1.8770294117646955,4.874151509870869,4.80808143221634,5.947070460220186,-0.35294117647058826,8,0.47058823529411764,0.5294117647058824,181.0,5.323529411764706,8.941176470588236,87.18479411764706,1.4705882352941178,-1.676470588235294
839,Esteban Ocon,OCO,Esteban,Ocon,French,2021,214,22,74.0,3.3636363636363638,10.681818181818182,10.590909090909092,1,20,1,1,0.045454545454545456,0.045454545454545456,14,0.6363636363636364,14,0.6363636363636364,1152,87.41945000000001,209.1509,45.58788888888889,87.41945000000001,0.9085963414634222,4.92475854771041,5.802671425386386,4.058020757405322,0.09090909090909091,13,0.5909090909090909,0.40909090909090906,155.0,3.522727272727273,10.25,86.51085365853659,0.3409090909090917,-0.15909090909090917
839,Esteban Ocon,OCO,Esteban,Ocon,French,2022,214,22,89.0,4.045454545454546,10.727272727272727,8.863636363636363,4,16,0,0,0.0,0.0,16,0.7272727272727273,16,0.7272727272727273,1243,90.62413636363637,205.27313636363635,49.85817647058824,90.62413636363637,-0.1883181818181754,3.1667236267376615,3.552025213435727,4.580449702869739,1.8636363636363635,5,0.22727272727272727,0.7727272727272727,170.0,3.8636363636363638,9.863636363636363,90.81245454545454,-1.0,0.1818181818181821
839,Esteban Ocon,OCO,Esteban,Ocon,French,2023,214,22,56.0,2.5454545454545454,10.409090909090908,11.863636363636363,3,20,0,1,0.045454545454545456,0.0,12,0.5454545454545454,12,0.5454545454545454,1112,88.98371428571429,211.10095238095238,58.440230769230766,88.98371428571429,0.3408571428571463,5.120411577072171,4.008648658745746,6.427080154110365,-1.4545454545454546,9,0.4090909090909091,0.5909090909090908,110.0,2.5,11.272727272727273,88.64285714285714,0.5909090909090899,0.045454545454545414
