driverId,driver_name,code,forename,surname,nationality,year,constructorId,n_races,total_points,avg_points,avg_grid,avg_finish,best_finish,worst_finish,wins,podiums,podium_rate,win_rate,points_finishes,points_rate,top10_finishes,top10_rate,total_laps,avg_best_lap,avg_kph,avg_gap_to_winner,driver_speed,driver_vs_team_speed,finish_std,points_std,pos_change_std,avg_pos_change,dnf_count,dnf_rate,clean_race_rate,team_total_points,team_avg_points,team_avg_pos_season,team_speed,driver_vs_team_avg_finish,driver_vs_team_avg_points
8,Kimi Räikkönen,RAI,Kimi,Räikkönen,Finnish,2020,51,17,4.0,0.23529411764705882,16.352941176470587,13.058823529411764,9,17,0,0,0.0,0.0,2,0.11764705882352941,2,0.11764705882352941,1009,85.82911764705882,217.44882352941178,37.9065,85.82911764705882,-2.028029411764706,2.2212211797594055,0.6642111641550714,3.6014702879926856,3.2941176470588234,11,0.6470588235294118,0.3529411764705882,8.0,0.23529411764705882,13.852941176470589,87.85714705882353,-0.7941176470588243,0.0
8,Kimi Räikkönen,RAI,Kimi,Räikkönen,Finnish,2021,51,20,10.0,0.5,13.4,13.2,8,20,0,0,0.0,0.0,4,0.2,4,0.2,1061,86.82083333333334,210.12916666666666,63.6444,86.82083333333334,0.5546869918699144,3.4120529396769177,1.2354415362426845,6.0489233491763255,0.2,15,0.75,0.25,13.0,0.29545454545454547,13.204545454545455,86.26614634146343,-0.0045454545454557405,0.20454545454545453
9,Robert Kubica,KUB,Robert,Kubica,Polish,2019,3,21,1.0,0.047619047619047616,15.952380952380953,17.0,10,20,0,0,0.0,0.0,1,0.047619047619047616,1,0.047619047619047616,1179,91.30295238095239,204.18857142857144,36.0055,91.30295238095239,0.3571428571428612,2.0493901531919194,0.21821789023599236,6.967612148191018,-1.0476190476190477,19,0.9047619047619048,0.09523809523809523,1.0,0.023809523809523808,16.404761904761905,90.94580952380953,0.5952380952380949,0.023809523809523808
9,Robert Kubica,KUB,Robert,Kubica,Polish,2021,51,2,0.0,0.0,16.5,14.5,14,15,0,0,0.0,0.0,0,0.0,0,0.0,123,80.6455,223.079,29.769,80.6455,-5.620646341463427,0.7071067811865476,0.0,1.4142135623730951,2.0,1,0.5,0.5,13.0,0.29545454545454547,13.204545454545455,86.26614634146343,1.295454545454545,-0.29545454545454547
20,Sebastian Vettel,VET,Sebastian,Vettel,German,2019,6,21,240.0,11.428571428571429,4.238095238095238,6.428571428571429,1,20,1,9,0.42857142857142855,0.047619047619047616,16,0.7619047619047619,16,0.7619047619047619,1178,88.40238095238095,210.99676190476188,24.4485625,88.40238095238095,-0.09657142857143697,6.15281584781658,7.413308496018687,7.865233929255045,-2.1904761904761907,5,0.23809523809523808,0.7619047619047619,504.0,12.0,6.0,88.49895238095239,0.4285714285714288,-0.5714285714285712
20,Sebastian Vettel,VET,Sebastian,Vettel,German,2020,6,17,33.0,1.9411764705882353,12.058823529411764,11.529411764705882,3,20,0,1,0.058823529411764705,0.0,7,0.4117647058823529,7,0.4117647058823529,914,86.9799375,216.6995,40.720333333333336,86.9799375,-1.1153124999999875,4.259073359588085,4.069253436370333,3.8748814023596827,0.5294117647058824,8,0.47058823529411764,0.5294117647058824,131.0,3.8529411764705883,10.705882352941176,88.09525,0.8235294117647065,-1.911764705882353
20,Sebastian Vettel,VET,Sebastian,Vettel,German,2021,117,22,43.0,1.9545454545454546,11.181818181818182,12.045454545454545,2,20,0,1,0.045454545454545456,0.0,7,0.3181818181818182,7,0.3181818181818182,1263,85.96180952380953,211.09733333333332,38.878166666666665,85.96180952380953,-0.2161173054587664,4.644272178637259,4.402134468503646,6.033994606319341,-0.8636363636363636,16,0.7272727272727273,0.2727272727272727,77.0,1.75,12.0,86.1779268292683,0.04545454545454497,0.20454545454545459
20,Sebastian Vettel,VET,Sebastian,Vettel,German,2022,117,20,37.0,1.85,12.6,11.45,6,20,0,0,0.0,0.0,10,0.5,10,0.5,1101,89.9786,203.7276,56.581615384615375,89.9786,-0.3986272727272677,4.135532804723881,2.621269278723372,5.83343358309847,1.15,7,0.35,0.65,55.0,1.25,11.886363636363637,90.37722727272727,-0.4363636363636374,0.6000000000000001
154,Romain Grosjean,GRO,Romain,Grosjean,French,2019,210,21,8.0,0.38095238095238093,11.571428571428571,15.047619047619047,7,20,0,0,0.0,0.0,3,0.14285714285714285,3,0.14285714285714285,1043,90.0201,205.81885000000003,32.4392,90.0201,0.15183170731707207,3.866215080362065,1.3219754338182867,4.718252299517774,-3.4761904761904763,16,0.7619047619047619,0.23809523809523814,28.0,0.6666666666666666,14.404761904761905,89.86826829268293,0.6428571428571423,-0.2857142857142857
154,Romain Grosjean,GRO,Romain,Grosjean,French,2020,210,15,2.0,0.13333333333333333,14.133333333333333,15.333333333333334,9,20,0,0,0.0,0.0,1,0.06666666666666667,1,0.06666666666666667,800,86.53571428571429,218.45642857142857,46.84316666666667,86.53571428571429,-0.9453482142857013,2.9195563916132055,0.5163977794943222,6.002380480157137,-1.2,9,0.6,0.4,3.0,0.08823529411764706,15.794117647058824,87.4810625,-0.46078431372549034,0.04509803921568627
807,Nico Hülkenberg,HUL,Nico,Hülkenberg,German,2019,4,21,37.0,1.7619047619047619,10.428571428571429,11.80952380952381,5,20,0,0,0.0,0.0,10,0.47619047619047616,10,0.47619047619047616,1182,90.3,206.4547619047619,53.05657142857143,90.3,-0.08445238095238494,4.154744849194082,2.736873433404656,4.758951465146398,-1.380952380952381,14,0.6666666666666666,0.33333333333333337,91.0,2.1666666666666665,11.976190476190476,90.38445238095238,-0.16666666666666607,-0.40476190476190466
807,Nico Hülkenberg,HUL,Nico,Hülkenberg,German,2020,211,3,10.0,3.3333333333333335,12.0,11.666666666666666,7,20,0,0,0.0,0.0,2,0.6666666666666666,2,0.6666666666666666,112,90.41,219.834,44.2735,90.41,5.638612903225805,7.234178138070234,3.0550504633038935,10.214368964029708,0.3333333333333333,1,0.3333333333333333,0.6666666666666667,210.0,6.176470588235294,9.205882352941176,84.77138709677419,2.4607843137254903,-2.843137254901961
807,Nico Hülkenberg,HUL,Nico,Hülkenberg,German,2022,117,2,0.0,0.0,17.0,14.5,12,17,0,0,0.0,0.0,0,0.0,0,0.0,107,95.926,217.8665,77.7855,95.926,5.548772727272734,3.5355339059327378,0.0,3.5355339059327378,2.5,0,0.0,1.0,55.0,1.25,11.886363636363637,90.37722727272727,2.6136363636363633,-1.25
807,Nico Hülkenberg,HUL,Nico,Hülkenberg,German,2023,210,22,6.0,0.2727272727272727,9.681818181818182,14.545454545454545,7,20,0,0,0.0,0.0,1,0.045454545454545456,1,0.045454545454545456,1250,88.56663636363636,210.38227272727272,64.854,88.56663636363636,-0.39373572938688994,2.9232609437842783,1.2792042981336627,5.906376332852604,-4.863636363636363,12,0.5454545454545454,0.4545454545454546,9.0,0.20454545454545456,15.068181818181818,88.96037209302325,-0.5227272727272734,0.06818181818181815
807,Nico Hülkenberg,HUL,Nico,Hülkenberg,German,2024,210,24,36.0,1.5,11.833333333333334,11.625,6,20,0,0,0.0,0.0,10,0.4166666666666667,10,0.4166666666666667,1271,88.88682608695652,213.26421739130436,67.94461538461539,88.88682608695652,0.13721739130434685,3.9870714980339623,2.431675035497315,3.348966961638309,0.20833333333333334,11,0.4583333333333333,0.5416666666666667,51.0,1.0625,12.395833333333334,88.74960869565217,-0.7708333333333339,0.4375
815,Sergio Pérez,PER,Sergio,Pérez,Mexican,2019,211,21,52.0,2.4761904761904763,12.238095238095237,10.80952380952381,6,20,0,0,0.0,0.0,11,0.5238095238095238,11,0.5238095238095238,1169,90.25595000000001,207.7889,59.914375,90.25595000000001,0.3030719512195219,4.130605858939432,3.0102997794081507,5.48243949872161,1.4285714285714286,13,0.6190476190476191,0.38095238095238093,73.0,1.7380952380952381,11.785714285714286,89.95287804878049,-0.9761904761904763,0.7380952380952381
815,Sergio Pérez,PER,Sergio,Pérez,Mexican,2020,211,15,125.0,8.333333333333334,7.4,7.4,1,20,1,2,0.13333333333333333,0.06666666666666667,13,0.8666666666666667,13,0.8666666666666667,879,84.81700000000001,216.3682,26.7445,84.81700000000001,0.045612903225816126,5.315744807375807,6.8729975438737965,5.451081150953975,0.0,5,0.3333333333333333,0.6666666666666667,210.0,6.176470588235294,9.205882352941176,84.77138709677419,-1.8058823529411754,2.1568627450980395
815,Sergio Pérez,PER,Sergio,Pérez,Mexican,2021,9,22,190.0,8.636363636363637,4.409090909090909,7.545454545454546,1,19,1,5,0.22727272727272727,0.045454545454545456,16,0.7272727272727273,16,0.7272727272727273,1186,85.0316,214.97075,40.58529411764705,85.0316,0.484224999999995,5.612293247669396,6.945676658355487,7.376251819799193,-3.1363636363636362,5,0.22727272727272727,0.7727272727272727,578.5,13.147727272727273,5.840909090909091,84.547375,1.704545454545455,-4.511363636363637
